Order_ID,Order_Date,Customer_ID,Product_Name,Category,Quantity,Unit_Price,Total_Sales
138,2024-07-15,759,Science Book,Books,2,1837,3674
139,2024-11-29,1218,Comics,Books,2,808,1616
140,2024-01-16,759,T-Shirt,Clothing,3,1028,3084
141,2024-08-09,1143,Jeans,Clothing,2,1543,3086
142,2024-10-20,1163,Fiction Book,Books,4,316,1264
143,2024-01-01,292,Football,Sports,3,1695,5085
144,2024-03-07,1055,Mixer,Home & Garden,1,1094,1094
145,2024-05-01,1259,Biography,Books,5,772,3860
146,2024-02-07,126,Yoga Mat,Sports,4,982,3928
147,2024-04-18,1171,Headphones,Electronics,1,1461,1461
148,2024-06-05,281,Biography,Books,4,1402,5608
149,2024-12-25,136,Football,Sports,5,304,1520
150,2024-07-16,243,Biography,Books,2,783,1566
151,2024-11-28,1439,Mobile,Electronics,5,1701,8505
152,2024-02-06,33,Dress,Clothing,1,318,318
153,2024-01-06,1238,T-Shirt,Clothing,2,1593,3186
154,2024-09-22,545,Chair,Home & Garden,3,1306,3918
155,2024-02-20,617,Dumbbells,Sports,2,1433,2866
156,2024-03-14,461,Lamp,Home & Garden,5,398,1990
157,2024-05-29,1425,Tablet,Electronics,2,1128,2256
158,2024-08-30,354,T-Shirt,Clothing,5,857,4285
159,2024-06-13,6,Biography,Books,4,204,816
160,2024-04-01,949,Shoes,Clothing,1,596,596
161,2024-11-18,388,Laptop,Electronics,5,992,4960
162,2024-05-19,870,Cricket Bat,Sports,4,1103,4412
163,2024-10-19,467,Smartwatch,Electronics,4,547,2188
164,2024-12-07,1277,Biography,Books,2,1168,2336
165,2024-03-30,11,Cricket Bat,Sports,1,851,851
166,2024-08-10,120,Tablet,Electronics,2,587,1174
167,2024-05-23,790,Cricket Bat,Sports,4,461,1844
168,2024-09-10,679,Cookware,Home & Garden,2,1375,2750
169,2024-05-18,790,Dress,Clothing,2,532,1064
170,2024-05-28,907,Yoga Mat,Sports,5,1669,8345
171,2024-04-07,575,History Book,Books,4,992,3968
172,2024-08-17,889,Shoes,Clothing,5,1080,5400
173,2024-07-24,1461,Comics,Books,2,927,1854
174,2024-10-26,442,Yoga Mat,Sports,2,429,858
175,2024-08-24,783,Comics,Books,1,464,464
176,2024-05-02,1105,Dumbbells,Sports,1,1192,1192
177,2024-07-22,791,T-Shirt,Clothing,4,1108,4432
178,2024-11-18,178,Biography,Books,1,1605,1605
179,2024-03-29,18,Fiction Book,Books,4,1914,7656
180,2024-05-18,100,Jacket,Clothing,1,958,958
181,2024-02-22,1240,Jacket,Clothing,3,689,2067
182,2024-04-24,657,Shoes,Clothing,2,440,880
183,2024-06-09,436,Cricket Bat,Sports,1,1768,1768
184,2024-03-05,144,Dress,Clothing,3,831,2493
185,2024-01-06,872,Jeans,Clothing,5,94,470
186,2024-06-02,852,Tennis Racket,Sports,4,62,248
187,2024-03-17,876,Dress,Clothing,3,1995,5985
188,2024-09-29,553,Mobile,Electronics,4,1296,5184
189,2024-11-16,1184,Cricket Bat,Sports,4,356,1424
190,2024-05-13,953,Science Book,Books,5,12,60
191,2024-12-04,1466,Yoga Mat,Sports,1,717,717
192,2024-04-16,796,Cricket Bat,Sports,1,1955,1955
193,2024-05-19,381,Jeans,Clothing,5,662,3310
194,2024-10-21,1131,Comics,Books,5,602,3010
195,2024-02-08,913,Jeans,Clothing,2,352,704
196,2024-06-10,546,Jacket,Clothing,3,449,1347
197,2024-07-27,921,Dumbbells,Sports,4,1436,5744
198,2024-05-25,674,Tennis Racket,Sports,2,849,1698
199,2024-08-03,925,Biography,Books,3,24,72
200,2024-01-23,1265,Tablet,Electronics,1,823,823
201,2024-06-21,1170,Chair,Home & Garden,5,749,3745
202,2024-08-25,566,T-Shirt,Clothing,3,1481,4443
203,2024-05-24,589,Dumbbells,Sports,3,1162,3486
204,2024-10-01,410,Sofa,Home & Garden,2,818,1636
205,2024-12-16,1486,Chair,Home & Garden,1,1102,1102
206,2024-09-05,545,Dress,Clothing,4,520,2080
207,2024-10-06,1036,Jeans,Clothing,3,340,1020
208,2024-03-12,1228,Sofa,Home & Garden,3,1822,5466
209,2024-12-30,1466,Lamp,Home & Garden,2,1197,2394
210,2024-10-06,1041,Dumbbells,Sports,2,650,1300
211,2024-09-09,836,Jeans,Clothing,1,522,522
212,2024-03-15,805,Cookware,Home & Garden,1,174,174
213,2024-07-21,1027,Science Book,Books,4,190,760
214,2024-10-02,408,Comics,Books,2,217,434
215,2024-03-16,1295,Tablet,Electronics,1,1515,1515
216,2024-12-15,445,Shoes,Clothing,1,1849,1849
217,2024-03-19,1177,Yoga Mat,Sports,2,1287,2574
218,2024-01-31,32,Headphones,Electronics,3,231,693
219,2024-03-02,160,Sofa,Home & Garden,5,1787,8935
220,2024-09-20,417,Mobile,Electronics,4,194,776
221,2024-05-02,734,Fiction Book,Books,4,663,2652
222,2024-09-21,943,History Book,Books,1,1378,1378
223,2024-09-24,1458,Fiction Book,Books,3,993,2979
224,2024-02-25,272,Cookware,Home & Garden,3,1282,3846
225,2024-05-27,1433,Yoga Mat,Sports,5,245,1225
226,2024-04-18,1383,Fiction Book,Books,1,924,924
227,2024-09-05,247,Mixer,Home & Garden,5,606,3030
228,2024-02-07,586,Chair,Home & Garden,4,276,1104
229,2024-04-19,344,Shoes,Clothing,3,1759,5277
230,2024-08-02,1277,Jacket,Clothing,4,1970,7880
231,2024-08-18,1500,Shoes,Clothing,2,907,1814
232,2024-05-22,1381,Mobile,Electronics,3,214,642
233,2024-03-18,19,Comics,Books,2,945,1890
234,2024-12-28,1208,Mobile,Electronics,2,454,908
235,2024-12-12,979,Cricket Bat,Sports,2,776,1552
236,2024-08-19,788,Dress,Clothing,2,584,1168
237,2024-07-27,1341,Laptop,Electronics,3,1317,3951
238,2024-03-21,1387,Sofa,Home & Garden,4,1412,5648
239,2024-09-16,486,Lamp,Home & Garden,5,1071,5355
240,2024-06-01,883,Cricket Bat,Sports,3,1705,5115
241,2024-12-22,915,Dumbbells,Sports,2,19,38
242,2024-04-21,1285,Jeans,Clothing,3,27,81
243,2024-12-24,1413,Tennis Racket,Sports,5,487,2435
244,2024-03-31,218,Yoga Mat,Sports,5,709,3545
245,2024-10-15,709,Yoga Mat,Sports,4,1232,4928
246,2024-12-23,1037,T-Shirt,Clothing,5,295,1475
247,2024-09-03,1109,Comics,Books,4,1100,4400
248,2024-12-22,1322,Sofa,Home & Garden,4,1731,6924
249,2024-01-25,844,Mobile,Electronics,2,1588,3176
250,2024-10-01,447,Biography,Books,3,1492,4476
251,2024-03-29,1010,Yoga Mat,Sports,4,708,2832
252,2024-02-29,1428,Science Book,Books,4,1031,4124
253,2024-07-06,532,Yoga Mat,Sports,4,420,1680
254,2024-07-24,112,Smartwatch,Electronics,4,652,2608
255,2024-06-04,304,Dress,Clothing,4,1948,7792
256,2024-03-28,332,T-Shirt,Clothing,4,1310,5240
257,2024-11-03,394,Dumbbells,Sports,4,1186,4744
258,2024-05-16,1161,Cookware,Home & Garden,5,791,3955
259,2024-02-23,624,Dress,Clothing,1,408,408
260,2024-05-02,874,Cookware,Home & Garden,3,640,1920
261,2024-07-30,1251,Laptop,Electronics,4,1258,5032
262,2024-05-15,658,Fiction Book,Books,2,987,1974
263,2024-05-11,866,Dumbbells,Sports,1,48,48
264,2024-08-23,248,Fiction Book,Books,5,1045,5225
265,2024-07-05,737,Laptop,Electronics,4,365,1460
266,2024-04-26,1457,Dress,Clothing,4,226,904
267,2024-10-26,446,Sofa,Home & Garden,4,1847,7388
268,2024-11-02,1173,Biography,Books,1,96,96
269,2024-11-20,1182,Mixer,Home & Garden,1,859,859
270,2024-12-28,529,T-Shirt,Clothing,4,564,2256
271,2024-10-15,110,Dumbbells,Sports,4,138,552
272,2024-10-23,465,History Book,Books,2,488,976
273,2024-11-22,1068,Cookware,Home & Garden,1,1442,1442
274,2024-01-10,1063,Fiction Book,Books,1,612,612
275,2024-06-09,100,Dumbbells,Sports,4,1649,6596
276,2024-11-18,1195,Laptop,Electronics,5,881,4405
277,2024-08-08,1274,Science Book,Books,4,275,1100
278,2024-11-10,67,Cookware,Home & Garden,5,214,1070
279,2024-09-19,675,Tennis Racket,Sports,5,1063,5315
280,2024-05-10,140,Tennis Racket,Sports,2,1268,2536
281,2024-06-25,1209,Tablet,Electronics,4,398,1592
282,2024-12-07,705,Football,Sports,3,1030,3090
283,2024-02-25,1467,Jacket,Clothing,2,1436,2872
284,2024-03-22,749,Cookware,Home & Garden,4,198,792
285,2024-09-11,40,Shoes,Clothing,5,159,795
286,2024-12-25,621,Jacket,Clothing,4,426,1704
287,2024-03-04,116,Lamp,Home & Garden,3,1623,4869
288,2024-11-02,96,Cricket Bat,Sports,2,1278,2556
289,2024-03-23,1222,Tennis Racket,Sports,1,1513,1513
290,2024-08-06,858,Jeans,Clothing,2,139,278
291,2024-04-04,92,Football,Sports,4,269,1076
292,2024-04-04,75,Jacket,Clothing,2,1053,2106
293,2024-01-03,258,Headphones,Electronics,4,1755,7020
294,2024-11-24,1209,Laptop,Electronics,1,1084,1084
295,2024-01-10,1009,Football,Sports,3,293,879
296,2024-05-02,698,Fiction Book,Books,2,1347,2694
297,2024-07-14,1095,Fiction Book,Books,5,542,2710
298,2024-05-15,149,Tablet,Electronics,4,1088,4352
299,2024-05-22,91,Fiction Book,Books,5,1150,5750
300,2024-07-22,380,Jacket,Clothing,4,622,2488
301,2024-01-07,1278,Yoga Mat,Sports,2,67,134
302,2024-05-23,6,Dumbbells,Sports,3,995,2985
303,2024-09-03,378,Dumbbells,Sports,1,1168,1168
304,2024-05-06,449,Lamp,Home & Garden,3,1662,4986
305,2024-02-25,740,Lamp,Home & Garden,1,951,951
306,2024-07-03,31,T-Shirt,Clothing,4,1412,5648
307,2024-03-15,249,Jeans,Clothing,2,1473,2946
308,2024-11-10,1445,Yoga Mat,Sports,2,1622,3244
309,2024-03-20,212,Dress,Clothing,2,1792,3584
310,2024-03-05,859,Cricket Bat,Sports,5,1269,6345
311,2024-01-11,931,Comics,Books,4,56,224
312,2024-01-24,2,Cookware,Home & Garden,2,197,394
313,2024-05-09,271,Biography,Books,4,1039,4156
314,2024-01-15,1352,Smartwatch,Electronics,5,1192,5960
315,2024-09-28,777,History Book,Books,5,269,1345
316,2024-03-16,306,History Book,Books,3,1832,5496
317,2024-07-16,940,Science Book,Books,1,296,296
318,2024-02-24,531,Sofa,Home & Garden,4,1183,4732
319,2024-07-13,732,T-Shirt,Clothing,4,158,632
320,2024-01-10,1315,T-Shirt,Clothing,1,1914,1914
321,2024-02-08,178,T-Shirt,Clothing,2,1809,3618
322,2024-07-26,816,History Book,Books,3,1347,4041
323,2024-04-26,787,Tablet,Electronics,5,1537,7685
324,2024-04-07,1451,Chair,Home & Garden,2,933,1866
325,2024-11-15,187,Dumbbells,Sports,1,1936,1936
326,2024-12-11,226,Laptop,Electronics,4,276,1104
327,2024-03-29,626,History Book,Books,5,1762,8810
328,2024-09-18,357,Lamp,Home & Garden,3,1441,4323
329,2024-03-07,656,Shoes,Clothing,4,215,860
330,2024-06-06,1387,Fiction Book,Books,5,718,3590
331,2024-07-26,1358,Yoga Mat,Sports,4,1367,5468
332,2024-05-07,1237,Jacket,Clothing,2,176,352
333,2024-12-27,385,Cookware,Home & Garden,5,603,3015
334,2024-10-17,947,Cookware,Home & Garden,2,1632,3264
335,2024-06-12,833,T-Shirt,Clothing,5,1427,7135
336,2024-03-14,1403,Chair,Home & Garden,1,1379,1379
337,2024-09-02,283,Dumbbells,Sports,4,1799,7196
338,2024-08-12,1026,Biography,Books,3,1132,3396
339,2024-01-27,236,Yoga Mat,Sports,4,1232,4928
340,2024-03-11,991,Smartwatch,Electronics,2,1031,2062
341,2024-10-18,348,Dress,Clothing,3,1005,3015
342,2024-07-06,233,Tablet,Electronics,4,835,3340
343,2024-07-24,1039,History Book,Books,1,849,849
344,2024-10-21,873,History Book,Books,2,1850,3700
345,2024-05-21,34,Science Book,Books,5,390,1950
346,2024-04-05,257,Fiction Book,Books,1,189,189
347,2024-05-23,825,Sofa,Home & Garden,1,1589,1589
348,2024-10-18,200,Jacket,Clothing,3,557,1671
349,2024-01-03,337,Shoes,Clothing,3,1025,3075
350,2024-06-14,170,Tablet,Electronics,2,535,1070
351,2024-04-28,24,Dumbbells,Sports,4,1043,4172
352,2024-01-31,544,Mixer,Home & Garden,2,119,238
353,2024-10-12,16,Smartwatch,Electronics,2,1401,2802
354,2024-06-18,253,Mobile,Electronics,2,1861,3722
355,2024-05-29,825,Biography,Books,4,971,3884
356,2024-06-06,1419,Comics,Books,5,1840,9200
357,2024-03-04,1387,Biography,Books,4,1289,5156
358,2024-06-14,1232,Smartwatch,Electronics,2,136,272
359,2024-06-13,1117,Football,Sports,1,171,171
360,2024-11-13,938,History Book,Books,4,466,1864
361,2024-12-07,785,Laptop,Electronics,5,23,115
362,2024-04-23,260,T-Shirt,Clothing,1,236,236
363,2024-12-22,627,Comics,Books,1,509,509
364,2024-03-27,470,Comics,Books,1,1233,1233
365,2024-09-14,1395,Biography,Books,4,1595,6380
366,2024-04-17,1203,Yoga Mat,Sports,4,798,3192
367,2024-08-21,841,Tennis Racket,Sports,4,1913,7652
368,2024-01-01,229,Fiction Book,Books,2,1246,2492
369,2024-07-17,1110,Sofa,Home & Garden,5,724,3620
370,2024-02-07,241,Science Book,Books,3,1414,4242
371,2024-07-14,264,Cookware,Home & Garden,3,1390,4170
372,2024-03-18,177,Shoes,Clothing,1,135,135
373,2024-07-11,1200,Headphones,Electronics,2,914,1828
374,2024-12-24,1318,Cricket Bat,Sports,1,107,107
375,2024-09-16,1110,T-Shirt,Clothing,2,541,1082
376,2024-06-14,101,Cookware,Home & Garden,3,1301,3903
377,2024-03-29,236,Chair,Home & Garden,5,706,3530
378,2024-05-27,38,Cricket Bat,Sports,3,1158,3474
379,2024-11-14,35,History Book,Books,3,1601,4803
380,2024-03-28,786,Football,Sports,4,392,1568
381,2024-09-08,559,Dress,Clothing,4,1405,5620
382,2024-01-26,1129,Fiction Book,Books,4,1412,5648
383,2024-06-01,585,Mixer,Home & Garden,5,339,1695
384,2024-07-18,382,Dress,Clothing,5,154,770
385,2024-12-30,578,History Book,Books,4,1575,6300
386,2024-08-14,65,Mobile,Electronics,1,1210,1210
387,2024-04-18,573,Tennis Racket,Sports,1,640,640
388,2024-04-28,1168,Mixer,Home & Garden,2,1591,3182
389,2024-03-26,840,Laptop,Electronics,4,982,3928
390,2024-03-16,1168,History Book,Books,5,1849,9245
391,2024-04-21,480,Dumbbells,Sports,2,587,1174
392,2024-06-08,389,Yoga Mat,Sports,5,777,3885
393,2024-07-31,362,Tablet,Electronics,4,1254,5016
394,2024-09-27,1250,Football,Sports,3,101,303
395,2024-09-21,354,Shoes,Clothing,2,65,130
396,2024-08-17,828,Jeans,Clothing,2,1664,3328
397,2024-08-12,408,Chair,Home & Garden,2,419,838
398,2024-07-05,331,Football,Sports,5,905,4525
399,2024-03-28,729,Fiction Book,Books,4,1644,6576
400,2024-12-19,1442,Fiction Book,Books,1,1854,1854
401,2024-11-05,305,History Book,Books,1,1254,1254
402,2024-08-21,936,Jeans,Clothing,1,1309,1309
403,2024-10-20,997,Lamp,Home & Garden,3,884,2652
404,2024-01-23,1465,Smartwatch,Electronics,3,499,1497
405,2024-03-17,74,Tennis Racket,Sports,3,598,1794
406,2024-08-01,652,Dress,Clothing,5,713,3565
407,2024-07-28,217,Lamp,Home & Garden,4,483,1932
408,2024-07-16,1326,Tablet,Electronics,3,1414,4242
409,2024-01-02,1383,Cricket Bat,Sports,4,958,3832
410,2024-02-22,463,Chair,Home & Garden,3,1548,4644
411,2024-08-10,445,Chair,Home & Garden,5,600,3000
412,2024-01-21,840,Shoes,Clothing,3,1183,3549
413,2024-04-18,1129,Mobile,Electronics,1,671,671
414,2024-10-26,161,Comics,Books,4,690,2760
415,2024-07-19,1093,Chair,Home & Garden,4,882,3528
416,2024-02-03,444,Laptop,Electronics,1,280,280
417,2024-12-07,306,Dress,Clothing,4,826,3304
418,2024-09-26,220,Comics,Books,4,825,3300
419,2024-03-16,233,Shoes,Clothing,5,1195,5975
420,2024-03-01,980,Yoga Mat,Sports,4,1795,7180
421,2024-12-16,110,Football,Sports,5,1760,8800
422,2024-02-16,1007,Cookware,Home & Garden,2,1412,2824
423,2024-05-03,376,Yoga Mat,Sports,3,833,2499
424,2024-04-01,1098,History Book,Books,2,1775,3550
425,2024-02-14,344,Fiction Book,Books,3,1070,3210
426,2024-06-13,541,Smartwatch,Electronics,4,1442,5768
427,2024-10-06,55,Lamp,Home & Garden,2,1498,2996
428,2024-05-11,470,Jacket,Clothing,3,1066,3198
429,2024-08-26,596,Fiction Book,Books,5,1552,7760
430,2024-01-25,259,Comics,Books,2,459,918
431,2024-11-10,1126,Jeans,Clothing,2,234,468
432,2024-04-06,207,Shoes,Clothing,3,992,2976
433,2024-07-13,1338,Jeans,Clothing,1,661,661
434,2024-05-15,297,Shoes,Clothing,5,901,4505
435,2024-07-04,1231,History Book,Books,4,1901,7604
436,2024-02-13,480,Dumbbells,Sports,4,265,1060
437,2024-01-10,610,Tennis Racket,Sports,4,1301,5204
438,2024-01-09,1267,Dress,Clothing,5,940,4700
439,2024-01-09,988,Fiction Book,Books,1,1541,1541
440,2024-11-25,461,Tablet,Electronics,4,508,2032
441,2024-10-18,1167,Cricket Bat,Sports,5,180,900
442,2024-11-28,747,Jacket,Clothing,3,20,60
443,2024-12-12,308,Laptop,Electronics,3,1852,5556
444,2024-01-04,355,Mobile,Electronics,2,1576,3152
445,2024-11-16,779,Chair,Home & Garden,3,501,1503
446,2024-08-11,374,Tennis Racket,Sports,3,797,2391
447,2024-10-26,194,Cookware,Home & Garden,5,1569,7845
448,2024-04-06,679,T-Shirt,Clothing,4,189,756
449,2024-12-11,579,Dress,Clothing,1,174,174
450,2024-07-25,1241,Biography,Books,5,1479,7395
451,2024-05-22,919,Mobile,Electronics,1,346,346
452,2024-08-09,596,Football,Sports,3,828,2484
453,2024-08-26,1490,T-Shirt,Clothing,3,465,1395
454,2024-07-16,270,T-Shirt,Clothing,2,1473,2946
455,2024-10-30,1245,Football,Sports,2,1748,3496
456,2024-11-13,190,Jeans,Clothing,4,794,3176
457,2024-08-12,793,Laptop,Electronics,1,492,492
458,2024-02-28,1044,Jeans,Clothing,4,439,1756
459,2024-09-08,752,Comics,Books,2,936,1872
460,2024-08-31,1179,Sofa,Home & Garden,2,1058,2116
461,2024-03-24,1222,Smartwatch,Electronics,1,1861,1861
462,2024-12-17,920,Science Book,Books,3,1319,3957
463,2024-04-22,1456,Laptop,Electronics,2,1707,3414
464,2024-03-16,1438,Sofa,Home & Garden,5,382,1910
465,2024-03-19,3,Dumbbells,Sports,4,1557,6228
466,2024-10-31,421,Shoes,Clothing,3,498,1494
467,2024-02-10,347,Dress,Clothing,2,1121,2242
468,2024-12-16,629,Sofa,Home & Garden,5,717,3585
469,2024-11-14,173,Comics,Books,3,243,729
470,2024-02-10,378,Jeans,Clothing,4,963,3852
471,2024-08-31,1185,Shoes,Clothing,1,753,753
472,2024-04-22,937,Tablet,Electronics,3,580,1740
473,2024-12-31,1461,Mobile,Electronics,2,708,1416
474,2024-03-15,1446,Cookware,Home & Garden,3,1662,4986
475,2024-12-09,168,T-Shirt,Clothing,1,1747,1747
476,2024-05-17,956,Tablet,Electronics,3,965,2895
477,2024-02-15,817,Comics,Books,3,571,1713
478,2024-04-24,1431,Fiction Book,Books,1,1670,1670
479,2024-03-12,673,Tennis Racket,Sports,1,1266,1266
480,2024-11-23,925,Dress,Clothing,5,295,1475
481,2024-04-22,1176,Shoes,Clothing,2,283,566
482,2024-01-20,369,T-Shirt,Clothing,1,1305,1305
